"sentiment","content"
"happiness","@julienviet Propellerheads has been on my harddrive for a long while. Just got my music repo back in shape this WE and felt nostalgic"
"happiness","@junelover just email em to the email i gave u thanx awesome person"
"happiness","@jurisdiva its looking like the magic"
"happiness","@JustCierra Yep, they sang your song!"
"happiness","@JustinBazan Maybe because you got in 4 hours ago from an awesome night? Nah, that can't be it."
"happiness","@justinphillip. Awesome!  what kind?"
"happiness","@justinsxe woot, woot! super cool"
"happiness","@justlikethem I would lime them. Or lemon?  And deal, sounds fabulous to me!  Text me up when you're back"
"happiness","@jy6 looking forward to your mandarin album.  Hope that you will come Singapore again"
"happiness","@k_griffiths There was a good atmos. I decided to stay til closing, very funny!"
"happiness","@kadambariyer thanks.. that was quick.."
"happiness","@kadi707 RUDE! going cabin drinking without lizlove!  but im am proud momma that you finally learned how to properly TWIT"
"happiness","@kandeezie would love to see that!"
"happiness","@Karen230683 good good!!"
"happiness","@Karen230683 morning  hope u r well.. i'm off to bed soon!"
"happiness","@kariannanas hahaha, I was busy, now I see what I replied to you! Yes that is true"
"happiness","@karinphillips it's because you're popular"
"happiness","@KarlaaM_ A blouse! ahahaha I gave her money and she went to get it!  Where's your mom??"
"happiness","@karlixpaz Hmm... it's a miracle you're using twitter, and it's fun... so... Tweet!"
"happiness","@KarolinePaixao EPIC moment! hahahha i swear.. i really wanna see it"
"happiness","@karriedaway you look sooooo pretty love. dang I wish I was in NY so I could c u do ur thang"
"happiness","@KashiMae Thanks Kashi! I was thinking the other day about how mad I am for doing myself a disservice by not taking 1 of ur classes."
"happiness","@Kat_04071991 haaa awesome! i remember my brother got given woody, and i got upset cause i got buzz  but then i got both of them lmfao"
"happiness","@katabolickatie not on my tv !    im watching a that 70's show marathon !"
"happiness","@katevoegele that was an amazing concert!!! got some really good video and pictures"
"happiness","@katherine_kelly PJ days are the best days"
"happiness","@kathibelle im sure he will  and if its not today, maybe it will be tomorrow.."
"happiness","@Katie_Noonan I think ill do that! I well wanna go out, go no one to go out with  Loveyou xx"
"happiness","@katiesol It re-entered my brain orbit thanks to me watching Ryan Reynolds mugging away in &quot;Just Friends&quot; recently"
"happiness","@katoi awww, a very happy birthday to him"
"happiness","@kayles yessss it does! YAY! told you it was awesome"
"happiness","@KeepinUpWKris hope you have a great day tomorrow!!  happy mothers day!  let us know what you did"
"happiness","@Kelly_StrayCat   haha ty"
"happiness","@kellykleinwi okay, thanks!"
"happiness","@KelseyJ_xo  hey chick u alryt u at dads tmoro we sud do sumin aen like last week we neva dun oot this week lol  missed you ha bye hun xxx"
"happiness","@kelseyrose56 I WISH YOU WERE GOING TOO!  are you still coming to nicoles preprom? @nicolesx319 Can't wait for preprom!!!!"
"happiness","@kelsie_marie1 hey beautiful whats up?"
"happiness","@kenlee86 nice recolouring of your page  nobody is buying your anti-twittering words!! YOU LOVE IT!!!!"
"happiness","@KennyJ88 that was good . but mean  haha"
"happiness","@Kevin_AnR_Shine Feeling pretty good. You should check this out http://www.myspace.com/bigcitymonkey Just saying."
"happiness","@KevinRButters Excellent then Chiang Mai is definitely a possible next vacation stop! thanks for the info."
"happiness","@KevinRButters i was in chiangmai for a month last year during loy krathong. best festival ever."
"happiness","@kevinriley Heh, thanks for that adorable plug  *cough* more info at: www.samstephens.com *cough* *cough*"
"happiness","@kevmarmol Agree!"
"happiness","@keza34 @ComedyQueen morning"
"happiness","@keza34 cool, your too good to me you know"
"happiness","@keza34 sounds like my kinda day"
"happiness","@khali_blache Night! Doze well."
"happiness","@khanserai I know how you feel!On the bright side, you're moving to a place where it would be appreciated!  Onwards and upwads!"
"happiness","@khanserai Thank you  and hope you are having a great day"
"happiness","@khriskhaos aww preciate the loves hunnie"
"happiness","@Kicesie or elope  I can't wait to see the pictures of you in the dress. It will be breath taking"
"happiness","@kidb thanks again for coming out to support us  you rock!"
"happiness","@kidcatastrophe so cool to hear you guys on 104.5! and i can't believe you in were cherry hill a few weeks ago and i missed it  come back"
"happiness","@kiieeeee yaaay for u cleaning ur room. I said hi to u the other day &amp; u didnt write me back"
"happiness","@kiitzyy I think so hahah geez lady 3 hours ago?? Go to bed!! Lack of sleep is bad for your skin!"
"happiness","@kiki_miacherry morning kik enjoy your breakfast"
"happiness","@kimberlynicole Yay!!! I'm so happy you got to meet her!"
"happiness","@KimberlySMoore It's good they're realistic, but I still don't like thinking about it!!!"
"happiness","@kimble09 yeah   but I'm jus glad the thunder stopped ."
"happiness","@KimKardashian saw you today! So BEAUTIFUL!! You looked so good! Glad to see the wonderful turnout!"
"happiness","@kinahboo imma miss dem KObe nd Bron commrcials wen cleveland get knocked out doe  they wer funny"
"happiness","@kirstiealley It'd be nice but soon we'll have to Pay to Tweet"
"happiness","@KirstynSmith I spent 3 hours sitting out in the sun - picnic lunch + ice cream = win. We should have had a BBQ today"
"happiness","@kitankhamun Pitty he wasnt arnd 2 huh! I wld have rlly wet myself! Otherwise the wedding was gr8!! Had a gd time &amp; lots of smiley faces!"
"happiness","@Kitty4Peace how fun!  where is the twitpic! I had purple hair once..."
"happiness","@kluless65 I am doing fantastic JJJ!  You? Doing your questions already? teacher's pet!!"
"happiness","@KOLsweetie hell yeah! Belgian beer is the bomb!!  :p"
"happiness","@konghee Have a good time with Sun &amp; Dayan there at NY!"
"happiness","@Krisbellmusic  yeaaa!"
"happiness","@krissy_tina @_adriii guys  i am literally going to sydney in the june/july hols. can we meet? i wanna try one of those lindt cafes!"
"happiness","@KristenSavage  I knew it! I use to love that show too  Happy weekend to you too!"
"happiness","@kristyknox Sounds like fun... I think?! LOL! I naughty, should be ironing and watching NK porn on youtube instead! LMAO!"
"happiness","@KrystalNichole Pretty good!!! I think I overdid the gym yesterday... other than that just working"
"happiness","@Krystania thanks.mine wasn't too bad. Made a card for my mom, had a nice nap, finished some work, wrote bills, I have a surprise for you"
"happiness","@ksidney wolverine was GREAT!!!  a must see"
"happiness","@ktml nice work buying coda dude! It's a great app! Unfortunately, I bought it when it was the full $99USD  #jealous"
"happiness","@kusuma06 aaa new follower! hiii"
"happiness","@kyleandjackieo what about Your Body by Tom Novy or Voodoo Child by Rogue Traders. They are from 04/05. Good memories from these songs"
"happiness","@kyspeaks  Yah, they have footlong sausage too mah. But Halal place..piggy sausages are bigger"
"happiness","@LadyRedCrest @miss_hazy  Have safe trips! And Indy is my home"
"happiness","@laermer yep - three things: a good haircut, the ability to listen and the value of not taking yourself too seriously"
"happiness","@lancearmstrong I want a massage!!!"
"happiness","@lancegross http://twitpic.com/4vd89 - such a good looking cpl!! can't wait to see what kind of kids y'all will have!"
"happiness","@lanceseabourn I know  but this sub is sooooo good"
"happiness","@laniew the exact one i was thinking of  the bestttt."
"happiness","@LaniNicole Yeh yeh. I would switch to Cingular, but I have more friends on T-Mobile. Free minutes, yo."
"happiness","@lapix Thanks Ennio"
"happiness","@lar206 just saw a baby blue regal with the word &quot;SLAB&quot; written in huge letters on the side  hahaaaa"
"happiness","@Lara82 Yeah  He was such a good..erm...entertainment )"
"happiness","@larainefan She does especially Pink ones LOL  What beautiful creatures they are!"
"happiness","@LarryWalksFast Cool. That'd be fantastic!"
"happiness","@Lathams they do indeed  glad to hear everything is good with you. I'm great  life is good"
"happiness","@latinavanessa I'm sooo ready for a beautifyl day"
"happiness","@lauradawg LOL she is okay, its just he songs are so catchy they get stuck in my head"
"happiness","@lauraduhaime Im doing great thank you"
"happiness","@Lauratheexpat isn't a bit of little britain in all of us?"
"happiness","@laurenconrad http://twitpic.com/4wh4d - LAUREN is AMAZING....well from what I see on the hills lol  Seem like a great friend to have!!"
"happiness","@laurenglennon I's sorry  listen to some Bats or GD as you do it! [dude, I never got to tell you, but, BATS WERE AMAZING &lt;33]"
"happiness","@laurenmontonen I DIDDDD. I MET THEM AGAIN"
"happiness","@laydmaxix aww  i will keep sending it ;)"
"happiness","@lccsweetme haha that's way cool! Good morning"
"happiness","@LCLaurenConrad Can't wait to see it tonite!! should be hilarious"
"happiness","@Lea_Ada_Franco I am working again!  Woo hoo!  Alas, I was unable to obtain an Elita-1 for your daughter.  It's $80!"
"happiness","@LeeHongRui hahaha.. it's ok, how can I hire your mom??! So paiseh.. haha, I shall do all the washing then"
"happiness","@leeprovoost Thanks for the tip! It's our Company laptops so was aiming for another solution actually...."
"happiness","@LeEyecandy hahaha. I think you're pretty far from me. Maybe next time though"
"happiness","@LEGmin http://twitpic.com/4jaz5 - Cool... luv it"
"happiness","@leifreak8 Hi Miss.  Isabelle here. :]"
"happiness","@leighannirvine Thanks hun! I'm wearing my new goldmine e/s and big false lashes, but it doesn't show!"
"happiness","@LemurToes It's pretty good, actually! A few lame episodes, but otherwise good. Give it a try!"
"happiness","@LeonceN I have it.  Hehehehe u want the torrent?"
"happiness","@LexyMez Thanks so much Alex! Best wishes for the day to you and yours"
"happiness","@LGDADON it makes perfect sense. I guess i am very down to earth. Thanks for your reply"
"happiness","@LiannaKnight: We can't wait to see you!   This week can not go fast enough!"
"happiness","@LiesX xD send it!"
"happiness","@LifeByChocolate alredy had my chocolate  it is impossible to resist ;)"
"happiness","@lifeincyan Aren't randoms what it's about?!!!  I LOVE that it's Star Wars day - I didn't realise and I can't believe it's almost over!"
"happiness","@lilabiem hahaha well why would you smack ME for that?!  hahaha THE BIG BANGGG"
"happiness","@lilazngangsta have a awesome day at school!!!"
"happiness","@lilcdawg its because we run on CPT!!!"
"happiness","@LILJIZZEL hahaha! YES I AM!  Lil Jon is the freakin jizzle! U know I named my 1st puppy after u? Lil Jizzle...remember? LOL...xoxox"
"happiness","@lilmoxey Yay for full-term!!"
"happiness","@lilrainbow89 hi thanks for following me. u doing much? been a long time since i last chatted to u"
"happiness","@lilxklein i see you hannah klein!. lookin good today"
"happiness","@limheeian iPhone is awesome man!! Time to join the Apple cult!!"
"happiness","@lindsayrcg hehe, I can almost hear out of my right ear now  Can you yet?"
"happiness","@LindzluvsNKOTB I'm not going on the cruise. Wish I was, but I'm just going on vacation. Thanks though"
"happiness","@LineHara Youuuu're an aaass  my aaass loooool"
"happiness","@Linooo Ahhh!  I knowww! I saw it May 5th and 6th in Newcastle and it was so good!!! I'm soo excited for 6th June, as its my bday aswell!"
"happiness","@lisaxjbx3 Goodnight is not on the trending topics.  lol"
"happiness","@lisibo &quot;grace and skills of a newborn giraffe &quot; is a great visual aid!    Fabulous language to use as an example for kids.  Thx!"
